Segmento;codigo;Produto;Suporte;Transferencia Telefone;Transferencia Blip
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE CONSERVICE;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE DIGICODE;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE INCONTROL WEB;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE NETCONTROL;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE SHPONTO;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE SOAPADMIN;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SOFTWARE SOAPADMIN 3.5;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;Solenoide Fail Safe;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;Solenoide Fail Secure com Chave;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 1530 MF W;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 1540 MF W;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 210 - DUO;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 210 MF - DUO;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 220 MF - DUO;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 230 / SS 230 MF;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 310 - BIO INOX;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 311 E - BIO INOX PLUS;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 311 MF - BIO INOX PLUS;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 320 / SS 320 MF;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3420 MF BIO;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3430 BIO;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3430 MF BIO | Controlador de acesso RFID 13,56 MHz;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3530 MF FACE;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3530 MF FACE W;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3532 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3540 MF FACE BIO EX;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3540 MF FACE EX;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3542 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3542 MF | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 3710 UHF | Controlador de acesso UHF;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 411 E;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5520 | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5530 MF FACE | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5531 MF EX | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5531 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5532 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5541 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 5542 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 7520 FACE T C | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 7520 FACE T | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 7530 FACE | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 7532 FACE MF T W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 7532 FACE MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS 9530 MF W | CONTROLADOR DE ACESSO FACIAL;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS420 / SS 420;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS420 MF / SS 420 MF;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS610 / SS 610;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SS710 / SS 710;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SV 20150;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SV 21150 D | Suporte para fechadura eletro�m� FE 21150 D;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;SV MH 103 A;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 1000 - Tag de acesso por proximidade;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 1000 DT - Tag de acesso por proximidade;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 1000 MF;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 1000 Security;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 161L;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 2000;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 2000 MF;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 2000 Security;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 3010 Veicular | ETIQUETA DE ACIONAMENTO RFID 900 MHz;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 3020 UHF - Tag Veicular;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 3030 MF | ETIQUETA DE ACIONAMENTO;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;TH 4000 MF | PULSEIRA ACIONADA POR APROXIMA��O RFID;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;XLT 1000 ID;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;XRE 1000;Nâo;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;XRE 1000 PLUS;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;XTR 1000;Sim;controle_acesso_corporativo;Controle de Acesso SC
CONTROLE DE ACESSO CORPORATIVO;466;XTR 1004 | Controle remoto de 4 teclas;Sim;controle_acesso_corporativo;Controle de Acesso SC
INCENDIO E ILUMINAÇÃO;461;CIC 06L COM BATERIA | CENTRAL DE ALARME INCENDIO;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CIC 06L SEM BATERIA | CENTRAL DE ALARME INCENDIO;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CIC 12L | CENTRAL DE ALARME INCENDIO CONVENCIONAL;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AC. TERMICO STAT-X 70� C;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONA BOMBA IP20;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR C/PORTA CHAVE IP20;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR IP20-QB VIDRO C/ SIRENE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR IP20-QB VIDRO S/ SIRENE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR MANUAL 1NA+1NF IP66;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR MANUAL IP66 - 9441;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR MANUAL POR RETEN��O ENDEREÇÁVEL IP 66;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONADOR SECURIFIRE IP66 UMID;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;ACIONAMENTO MONOFÁSICO - ENDEREÇÁVEL * 220V - 10A - RT11 - R;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMB 3201;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMB 3202;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMC 320;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMC 420;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMC 421 - Acionador manual convencional sem sirene;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMC 422 - Acionador manual convencional com sirene;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AMC 466 | ACIONADOR MANUAL CONVENCIONAL;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AME 320;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AME 520;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AME 521 | ACIONADOR MANUAL ENDEREÇÁVEL SEM SIRENE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AME 522 | ACIONADOR MANUAL ENDEREÇÁVEL COM SIRENE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AME 566 | ACIONADOR MANUAL ENDEREÇÁVEL;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;466;AS 1010;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;Aspiração ASD 535-3;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUD. VISUAL CONV. IP 20;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUD. VISUAL CONV. IP 55;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUDIO VISUAL ENDEREÇÁVEL ANTI CORROSIVO IP66;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUDIO VISUAL ENDEREÇÁVEL IP55 24VCC;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUDIO VISUAL ENDEREÇÁVELIP20 24VCC;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUDIO VISUAL IP 20;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AUDIO VISUAL VALKYRIE - IP44;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AVISADOR SON. SECURILINE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;AVISADOR SONORO 90dB - SLIM;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BA 300;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BALIZ ROTA IP55;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BASE PLACA DE SAÍDA ACR�LICA;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BASE PLC DE SAÍDA LED;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BASE PLC DE SAÍDA LED 24V;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BL. AUT. LED 2X5W;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 1000/2000;Nâo;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 102;Sim;comunicacao_hibrido;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 1200;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 1202;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 1202 IP65 | Bloco de ILUMINAÇÃO de EMERGÊNCIA 1200 l�mens para �rea externa;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 201;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 2200;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 2202;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 3000;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 400;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 544;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 548;Sim;seguranca_alarmes_sensores;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLA 600;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;BLC AUT.30 LEDS;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CABO BLINDADO PARA DETECÇÃO DE INCENDIO 2x0,75;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CABO BLINDADO PARA DETECÇÃO DE INCENDIO 2x1,0;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CABO BLINDADO PARA DETECÇÃO DE INCENDIO 2x1,5;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CABO BLINDADO PARA DETECÇÃO DE INCENDIO 2x2,5;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CABO BLINDADO PARA DETECÇÃO DE INCENDIO 4x( 2x0,75 2x1,5);Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CABO BLINDADO PARA DETECÇÃO DE INCENDIO 4x( 2x0,75 2x1,5) ip55;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CAIXA FILTRO P/ Aspiração TH;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ALARME DE INCENDIO 4 laços - SLIM;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ALARME DE INCENDIO CONVENCIONAL SFP 512;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ALARME DE INCENDIO INC 9441 - 1 TOQUE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ALARME DE INCENDIO INC 9441 - 4 TOQUE;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ALARME DE INCENDIO MODULAR - INC 2000;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ALARME INCENDIO CIE 1125/1250/2500;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE DETECÇÃO LINEAR DE CALOR - AD;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE ILUMINAÇÃO;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DE PRESSURIZ�O DE AR - WIND;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL DETECÇÃO POR ASPIRAÇÃO - 1 RML ASD 535-3;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL ILUMINAÇÃO LUME 1000W;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL ILUMINAÇÃO LUME 12V;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL ILUMINAÇÃO LUME 2000W;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL LUME- 2000W;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL SCP-2020;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CENTRAL SCP-520;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CIC 24L | CENTRAL DE ALARME INCENDIO;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CIE 1060;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CIE 1250;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CIE 2500;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;CNTRL ILUM. 1000W- SEMPRE ACESO;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR DE AMÔNIO;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR DE FUMAÇA AUTONOMO GENIUS;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR DE FUMAÇA ORB F32 (ORBIS);Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR DE FUMAÇA ORB-F32 - Modulo Externo (ORBIS);Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR DE GAS ENDEREÇÁVEL - DGE 9441;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR MCP545 (SECURIFIRE);Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR MUILTICRITERIO (ORBIS);Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR SDAI DFR001 ROHS;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DETECTOR TERMOVELOCIM�TRICO ORB T32 (ORBIS);Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFA 620 - Detector de FUMAÇA aut�nomo;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFA 623 - Detector de FUMAÇA aut�nomo;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFC 320;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFC 420;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFC 420 UN;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFC 421 UN;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFE 320;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFE 420;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFE 520;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFE 521;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFL 3100;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFL 3101 | DETECTOR DE FUMAÇA LINEAR;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFL 3102 | DETECTOR DE FUMAÇA LINEAR;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DFL 3103 | DETECTOR DE FUMAÇA LINEAR;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DTC 420;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DTC 420 UN;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DTC 421 UN;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DTE 320;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DTE 520;Nâo;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
INCENDIO E ILUMINAÇÃO;461;DTE 521;Sim;controle_acesso_incendio_iluminacao;INCENDIO e ILUMINAÇÃO
